steps,avg_reward,collision_rate,episode_length
39800,33.184721535791,0.0,40.0
39900,32.49212910802814,0.0,40.0
40000,32.26525563515047,0.0,40.0
40100,32.01213270142181,0.0,40.0
40200,32.4521326930919,0.0,40.0
40300,32.26543832781131,0.0,40.0
40400,32.95879572049974,0.0,40.0
40500,32.79823702017956,0.0,40.0
40600,32.46528078605911,0.0,40.0
40700,13.36138332457238,1.0,15.0
40800,33.53213269418679,0.0,40.0
40900,33.53138949983164,0.0,40.0
41000,33.585231103614404,0.0,40.0
41100,33.361411806225924,0.0,40.0
41200,32.47877166114464,0.0,40.0
41300,32.35805486912433,0.0,40.0
41400,34.05058953098945,0.0,40.0
41500,33.02490212633339,0.0,40.0
41600,32.465439904391935,0.0,40.0
41700,32.62492982510532,0.0,40.0
41800,12.263868312757205,1.0,15.0
41900,32.51823328672415,0.0,40.0
42000,9.920694808735115,1.0,12.0
42100,33.51805610326276,0.0,40.0
42200,32.73138820245767,0.0,40.0
42300,32.54546238610411,0.0,40.0
42400,33.90469608845752,0.0,40.0
42500,33.371388202457666,0.0,40.0
42600,33.53138949983164,0.0,40.0
42700,33.47825951088154,0.0,40.0
42800,33.53138949983164,0.0,40.0
42900,27.27999999999999,1.0,32.0
43000,4.894279969244077,1.0,6.0
43100,32.71858896848381,0.0,40.0
43200,32.0921290997293,0.0,40.0
43300,33.14472153579101,0.0,40.0
43400,32.53210499447798,0.0,40.0
43500,32.46546238610411,0.0,40.0
43600,32.864721535791006,0.0,40.0
43700,32.42546238610651,0.0,40.0
43800,32.492129108028124,0.0,40.0
43900,33.49138902845419,0.0,40.0
44000,32.23879888772484,0.0,40.0
44100,33.50490218056823,0.0,40.0
44200,34.797643661211644,0.0,40.0
44300,33.37210499447798,0.0,40.0
44400,32.01213270142181,0.0,40.0
44500,32.7987993048153,0.0,40.0
44600,33.10472153579101,0.0,40.0
44700,32.838054869124335,0.0,40.0
44800,32.53159649177198,0.0,40.0
44900,32.53192230181713,0.0,40.0
45000,34.47768171558469,0.0,40.0
45100,33.31825950981927,0.0,40.0
45200,32.22543832781154,0.0,40.0
45300,32.02546597148436,0.0,40.0
45400,32.01213270142181,0.0,40.0
45500,33.53138949983164,0.0,40.0
45600,33.4254394331361,0.0,40.0
45700,33.37213222094338,0.0,40.0
45800,33.438235459666714,0.0,40.0
45900,33.50490218056823,0.0,40.0
46000,33.278795719437426,0.0,40.0
46100,33.50490218056823,0.0,40.0
46200,33.47825951088154,0.0,40.0
46300,32.01213270142181,0.0,40.0
46400,33.23826315843862,0.0,40.0
46500,33.398773175582754,0.0,40.0
46600,14.171759724569107,1.0,16.0
46700,33.39805486912433,0.0,40.0
46800,33.02543832781132,0.0,40.0
46900,35.104456891719074,0.0,40.0
47000,33.13192230181714,0.0,40.0
47100,32.62525698709765,0.0,40.0
47200,32.69192230181714,0.0,40.0
47300,33.50490218056823,0.0,40.0
47400,20.425466034755132,1.0,25.0
47500,18.094205845138916,1.0,22.0
47600,32.01213270142181,0.0,40.0
47700,33.50490218056823,0.0,40.0
47800,33.4254394331361,0.0,40.0
47900,32.02546603475515,0.0,40.0
48000,25.22546603475514,1.0,31.0
48100,32.79826315843867,0.0,40.0
48200,32.665438327811316,0.0,40.0
48300,33.398773175582754,0.0,40.0
48400,33.2385889684838,0.0,40.0
48500,33.53138949983164,0.0,40.0
48600,32.01213270142181,0.0,40.0
48700,25.30546603475514,1.0,31.0
48800,33.50490218056823,0.0,40.0
48900,32.57210657215585,0.0,40.0
49000,33.291758605880666,0.0,40.0
49100,33.50490218056823,0.0,40.0
49200,33.198771661144654,0.0,40.0
49300,33.451596011400845,0.0,40.0
49400,32.01213270142181,0.0,40.0
49500,32.49210499569503,0.0,40.0
49600,33.50490218056823,0.0,40.0
49700,32.492129108028124,0.0,40.0
49800,32.01213270142181,0.0,40.0
49900,19.11999999999996,1.0,22.0
50000,32.21212905277317,0.0,40.0
50100,4.814251258306724,1.0,6.0
50200,32.492129108028124,0.0,40.0
50300,33.50490218056823,0.0,40.0
50400,32.97212905277077,0.0,40.0
50500,32.58525746051897,0.0,40.0
50600,32.01213270142181,0.0,40.0
50700,32.89192230193453,0.0,40.0
50800,33.14472153579101,0.0,40.0
50900,32.651388258619015,0.0,40.0
51000,33.19877317558038,0.0,40.0
51100,33.50490218056823,0.0,40.0
51200,33.5846923288245,0.0,40.0
51300,33.332132638148806,0.0,40.0
51400,32.0254660264231,0.0,40.0
51500,32.67877166129201,0.0,40.0
51600,33.491388475760765,0.0,40.0
51700,33.03825950981927,0.0,40.0
51800,33.39805486912433,0.0,40.0
51900,32.07879888772485,0.0,40.0
52000,32.01213270142181,0.0,40.0
52100,33.692132165066354,0.0,40.0
52200,32.01213270142181,0.0,40.0
52300,33.332132638148806,0.0,40.0
52400,32.01213270142181,0.0,40.0
52500,6.491421014778138,1.0,8.0
52600,32.01213270142181,0.0,40.0
52700,33.01138820245767,0.0,40.0
52800,32.19879571943766,0.0,40.0
52900,34.37136447681159,0.0,40.0
53000,32.01213270142181,0.0,40.0
53100,32.172132701421816,0.0,40.0
53200,33.33156883893761,0.0,40.0
53300,33.0521327014218,0.0,40.0
53400,33.0521327014218,0.0,40.0
53500,32.984926176485935,0.0,40.0
53600,33.0521327014218,0.0,40.0
53700,32.70546597159542,0.0,40.0
53800,32.91879888761008,0.0,40.0
53900,33.38543832781368,0.0,40.0
54000,33.45159284407052,0.0,40.0
54100,34.61101504880415,0.0,40.0
54200,32.27879936808848,0.0,40.0
54300,33.11858896848381,0.0,40.0
54400,32.492129108028124,0.0,40.0
54500,33.624370054748304,0.0,40.0
54600,18.23999999999967,1.0,21.0
54700,32.01213270142181,0.0,40.0
54800,33.50490218056823,0.0,40.0
54900,32.50543990548918,0.0,40.0
55000,33.544722324768905,0.0,40.0
55100,32.14546238737846,0.0,40.0
55200,33.704692871489456,0.0,40.0
55300,33.37213222094338,0.0,40.0
55400,33.94317791807296,0.0,40.0
55500,33.052104994477986,0.0,40.0
55600,33.052132701421804,0.0,40.0
55700,32.01213270142181,0.0,40.0
55800,34.411365330518,0.0,40.0
55900,9.863688732356403,1.0,12.0
56000,32.4521326930919,0.0,40.0
56100,25.225466034752333,1.0,31.0
56200,33.2121327014218,0.0,40.0
56300,32.172132701421816,0.0,40.0
56400,32.82546244136148,0.0,40.0
56500,33.0521327014218,0.0,40.0
56600,10.60298077477033,1.0,13.0
56700,33.25139276591196,0.0,40.0
56800,32.0254660264231,0.0,40.0
56900,33.0521327014218,0.0,40.0
57000,19.11999999999996,1.0,22.0
57100,32.558795774694794,0.0,40.0
57200,32.06546244026457,0.0,40.0
57300,33.545466034610655,0.0,40.0
57400,33.53138949983164,0.0,40.0
57500,33.69213216506636,0.0,40.0
57600,32.01213270142181,0.0,40.0
57700,33.0521327014218,0.0,40.0
57800,11.491620058083603,1.0,14.0
57900,32.01213270142181,0.0,40.0
58000,32.652132701421806,0.0,40.0
58100,32.492129108028124,0.0,40.0
58200,14.745465499317183,1.0,18.0
58300,12.531867298578197,1.0,14.0
58400,32.492129108028124,0.0,40.0
58500,32.892132701421794,0.0,40.0
58600,34.23802657121015,0.0,40.0
58700,34.37136161679047,0.0,40.0
58800,34.451364477799615,0.0,40.0
58900,34.31756862849757,0.0,40.0
59000,33.0521327014218,0.0,40.0
59100,32.70543990548921,0.0,40.0
59200,33.11802931337381,0.0,40.0
59300,32.372129106931,0.0,40.0
59400,34.504351308307974,0.0,40.0
59500,32.02546597148436,0.0,40.0
59600,33.53212864389543,0.0,40.0
59700,33.29213270142181,0.0,40.0
59800,32.492129108028124,0.0,40.0
59900,32.01213270142181,0.0,40.0
60000,29.586820282545478,1.0,35.0
60100,33.81135941287709,0.0,40.0
60200,13.998378178208263,1.0,17.0
60300,33.0521327014218,0.0,40.0
60400,24.240433880681987,1.0,26.0
60500,32.172132701421816,0.0,40.0
60600,33.30546555427434,0.0,40.0
60700,34.424693989141595,0.0,40.0
60800,33.09210657215587,0.0,40.0
60900,33.47825951088154,0.0,40.0
61000,11.453333333333338,1.0,14.0
61100,33.33159649177199,0.0,40.0
61200,6.5076138097508425,1.0,8.0
61300,8.931572641372915,1.0,11.0
61400,5.629056909549523,1.0,7.0
61500,32.172132701421816,0.0,40.0
61600,32.62546244136148,0.0,40.0
61700,33.95802607204198,0.0,40.0
61800,34.651361238294584,0.0,40.0
61900,33.53138949983164,0.0,40.0
62000,12.331320966624281,1.0,15.0
62100,33.451596011400845,0.0,40.0
62200,32.94543989715945,0.0,40.0
